Gene_ID,SUM149_KDM5A.KO_C70_rep1,SUM149_KDM5A.KO_C70_rep2,SUM149_KDM5A.KO_DMSO_rep1,SUM149_KDM5A.KO_DMSO_rep2,SUM149_KDM5B.KO_C70_rep1,SUM149_KDM5B.KO_C70_rep2,SUM149_KDM5B.KO_DMSO_rep1,SUM149_KDM5B.KO_DMSO_rep2,SUM149_ROSA26.KO_C70_rep1,SUM149_ROSA26.KO_C70_rep2,SUM149_ROSA26.KO_DMSO_rep1,SUM149_ROSA26.KO_DMSO_rep2,SUM149_ZBTB7A.KO_C70_rep1,SUM149_ZBTB7A.KO_C70_rep2,SUM149_ZBTB7A.KO_DMSO_rep1,SUM149_ZBTB7A.KO_DMSO_rep2
OMD,0,0.0244545,0.0179067,0,0,0.016113,0.0372981,0,0,0,0.0311029,0,0.0140122,0,0.013871,0
USP21,4.63019,4.21557,6.58734,5.27014,4.16437,4.83664,6.49822,5.81587,4.46789,4.70525,6.07988,6.50744,5.3807,4.82489,6.35261,5.82057
TTC38,4.88814,5.61932,7.30111,6.09116,5.12236,4.73585,6.56834,6.58163,4.90033,4.62375,6.45332,6.11856,4.98562,4.80082,6.21566,6.45769
IFNA7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDJC,10.1655,11.2572,10.888,8.26488,10.5135,9.95659,10.3904,9.68859,12.9925,11.3037,9.64052,8.64347,9.13688,9.86084,10.2567,10.459
SPHK2,3.31277,3.41819,2.73929,2.17887,3.11687,3.73498,2.52352,2.63521,3.3312,3.11737,2.97189,2.32168,3.60832,3.58394,2.80556,2.72491
KRT31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRISP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC20A1,125.577,124.85,134.512,129.099,121.305,124.322,144.356,146.561,107.319,112.093,117.2,120.241,91.7077,97.8034,117.919,113.748
DCDC2,0.0355582,0,0.045819,0.0226106,0.0316441,0.0412581,0.0275263,0.033951,0.0263084,0.0164725,0.0397872,0.0621654,0.04515,0.00958059,0.0273376,0.556781
STX1B,0.306279,0.240123,0.2503,0.391802,0.28962,0.234434,0.20829,0.300501,0.422038,0.562282,0.269502,0.177107,0.988014,1.01692,0.646816,0.583245
TBC1D13,5.74563,5.62785,6.41539,4.62222,5.45083,5.21913,6.2826,5.83879,5.61391,5.7769,6.12373,6.05414,4.75842,5.765,5.39599,5.4173
ZNF282,6.0145,6.53587,6.90493,5.9729,6.51046,5.81675,6.28252,6.91421,6.00387,6.11457,7.02145,6.55881,6.76782,8.02385,8.14661,7.51813
TADA3,24.5183,27.5364,28.9611,22.5615,24.2371,24.5506,27.4495,27.6261,25.7941,25.5051,27.3746,26.3705,23.1341,24.6612,26.4374,27.3944
GOLGA8F,0.0115391,0.0029322,0,0,0.00256681,0.00386718,0,0,0,0.00400836,0,0,0,0,0,0
PPP2R1A,44.5271,49.1472,50.5781,39.0988,43.0309,44.1152,46.5802,44.898,46.762,43.5632,46.8898,49.5114,41.4003,46.5623,50.0672,50.6113
GALNTL5,0,0,0,0,0,0,0,0.0264829,0,0,0,0,0,0,0,0
METTL10,8.31011,9.24777,7.68554,9.77698,8.1415,9.53792,7.61402,8.49234,9.24546,8.48778,7.94981,8.99405,7.47341,8.12421,7.44054,7.04011
STIM2,6.54075,6.50145,6.16839,5.63966,7.00682,6.35961,6.37201,6.99572,6.15074,5.88761,5.59047,6.30426,4.58107,4.79259,6.04101,5.21692
SSSCA1,33.3243,38.3232,42.7724,36.0899,28.2832,30.172,32.2502,33.0734,27.3968,29.5728,35.7914,32.0095,26.5133,26.5903,33.7516,31.0569
CPSF2,29.4448,33.2449,32.5241,32.0378,32.3817,30.1467,31.4287,28.9669,29.8783,30.171,30.8829,31.0381,31.4261,31.1853,32.211,34.6381
ANTXR1,21.2885,20.4663,24.6491,22.3656,19.5885,19.5621,23.3371,24.6169,20.1841,20.7667,23.0961,24.7455,17.7901,18.2477,24.436,22.6849
FZD4,2.34462,2.254,2.79324,2.94718,2.07691,2.46221,2.68025,2.62285,2.16989,2.17095,2.16214,2.15365,2.34157,2.31267,2.52683,2.52646
BNIP3,13.2807,17.6118,16.8325,18.7435,14.7356,14.2401,16.5222,13.7781,14.9679,14.8561,18.8127,19.9017,16.1837,15.9132,20.0483,18.5982
FABP9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIPK1,6.34402,7.05713,6.99002,5.99996,7.48626,7.04111,6.63821,6.45609,6.43412,6.49802,6.20995,6.70059,5.48913,6.16486,6.14699,5.88737
NUDCD3,4.232,4.73013,5.56089,4.37694,3.97579,3.98926,5.17131,4.96626,4.66015,4.72829,5.0796,5.26714,4.33032,4.4488,5.33621,5.21906
PELI1,1.59963,1.55036,1.74196,2.73909,1.77248,1.85196,2.38529,1.94427,1.652,1.78348,1.56143,1.75442,1.79606,1.92697,1.90667,1.99069
HNRNPM,127.284,143.962,136.298,129.366,138.313,136.625,155.693,140.511,135.814,134.655,148.45,144.012,131.963,141.398,143.741,150.688
WDR33,10.1505,10.4287,10.6825,11.4452,11.2864,10.6923,9.92129,11.73,10.4639,10.3971,10.6243,9.95485,10.9208,11.1492,10.3839,9.97192
NPB,0.0693012,0.167073,0.206904,0.0799318,0.137577,0.204735,0.172911,0.0794559,0.19699,0.16497,0.161731,0.178902,0.198013,0.233291,0.0480805,0.119946
CT47B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSBP4,5.51224,7.58168,7.71229,4.72511,4.93243,4.58612,7.20403,6.35517,6.15336,6.57026,7.46175,6.78055,6.71161,7.88586,8.99071,6.99537
NAB1,7.99034,9.23171,11.7909,13.7121,9.8392,9.13837,12.5269,10.7393,9.45326,9.02995,11.9734,11.8559,8.80963,10.1497,9.17038,12.4628
DNAJC10,13.2257,13.1606,14.9538,16.8026,13.9519,13.7499,14.7956,14.9879,13.2776,13.7891,14.613,15.1146,13.9925,16.3288,17.605,17.5772
TRIM26,14.707,16.5133,15.3739,11.0892,17.8434,16.4029,16.6901,15.3599,16.0014,16.6154,16.9488,15.3128,14.4819,15.9883,14.9404,15.6829
FAM21A,7.78958,7.85554,8.8137,8.29892,6.31886,7.97878,8.36529,7.3174,7.02644,6.64597,8.56312,8.2249,6.76402,7.7009,7.90701,8.0927
ODF2,23.7077,23.6976,27.3816,22.8072,23.1287,24.3601,24.7014,24.9306,26.6886,27.4698,28.3193,26.7136,21.4733,21.9097,25.4953,26.456
LAT,0.734646,0.673446,0.789411,0.821012,0.463501,0.630207,0.778129,0.720139,0.377105,0.538715,0.679895,0.786549,0.667897,0.519173,0.58153,0.615936
KDM6A,8.89882,10.2867,8.67913,9.83674,9.00016,9.85663,8.59772,8.15666,8.94365,8.42111,8.68191,8.81257,8.8169,10.8978,10.1072,9.00844
ATPIF1,110.675,113.082,116.588,111.844,105.751,96.3292,118.16,118.298,102.742,104.566,112.732,113.415,94.2072,100.253,98.5953,104.536
SOX30,0.111978,0.131696,0.11174,0.164348,0.109092,0.100828,0.160633,0.0870737,0.23625,0.130014,0.215401,0.184422,0.217479,0.16386,0.151364,0.0798191
SLC52A1,0.0124011,0.0252762,0,0.0184546,0.0110308,0.0333071,0,0,0,0,0.0160697,0,0.014477,0.0152387,0,0.0134135
MBD4,21.1937,22.3926,21.453,25.0825,21.8397,22.6712,21.4541,20.5038,18.8613,18.664,19.6686,19.5158,17.7681,18.2145,18.8403,18.5575
PNPLA3,4.98884,5.12319,4.60624,3.93927,4.2916,4.7422,5.19634,4.43979,5.41029,5.11855,4.57546,4.59446,4.37782,4.62657,3.1386,3.29656
ETS1,20.0656,20.9489,17.441,18.2112,22.9595,22.691,17.232,17.2456,22.0395,19.9162,18.2489,17.6378,19.8368,22.403,17.7298,18.1222
TULP4,3.8058,4.17413,4.42749,4.33861,3.94564,4.15862,4.55954,4.14917,4.06829,4.13004,4.02794,3.79601,4.38399,4.65169,4.15158,3.82833
PICALM,48.8682,50.5594,45.8648,54.232,51.3814,59.302,47.2304,43.899,49.6236,53.7342,42.5894,43.8092,50.4113,50.2264,46.0405,43.0272
CYTH2,10.5143,10.5384,12.4139,9.34974,10.3568,11.7957,11.3422,11.6147,10.622,11.1891,11.425,9.84097,10.8154,11.5728,10.2966,10.0734
ENPP2,0,0,0,0.07048,0.0645966,0,0.0569264,0.104725,0.0208443,0.050912,0.0481722,0.041899,0.0213218,0.0874677,0.0419234,0.0382881
SNTG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPEB2,4.81438,5.02299,3.89993,5.44048,5.19801,5.8487,4.42246,4.11926,4.84379,5.3543,3.62672,3.80225,4.46677,4.49933,3.26523,3.04435
NPIPB6,0.31901,0.362322,0.199413,0.357354,0.275256,0.329435,0.328042,0.417949,0.336381,0.369753,0.33413,0.380979,0.526834,0.445456,0.377611,0.312479
AC026310.1,0,0,0,0,0.0110589,0.0166904,0,0,0.0283724,0.0173097,0,0,0.0145137,0,0,0.0134474
FKBP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFSP2,0.0201612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DARC,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221464,0,0
DCAF8L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHX15,83.8072,90.9751,93.8463,105.744,89.2088,96.6657,95.6691,89.0074,83.4548,85.6707,87.4066,87.3969,82.1441,87.4352,89.4195,89.7881
IQCB1,18.3188,18.3805,15.8891,18.5447,19.0929,21.029,17.2738,16.5287,18.2287,19.9358,17.6098,16.3268,17.3863,18.7571,16.9661,16.4891
SORD,21.017,25.2363,22.5472,19.5615,22.2523,24.1226,22.9715,23.9872,24.6234,24.0735,21.563,21.2377,19.4348,23.6362,22.7349,20.4841
HPS1,4.98727,5.07806,4.97078,4.23616,6.03023,4.84589,5.4759,4.51736,5.38082,5.21,4.42038,4.85226,4.14708,5.1891,4.6978,4.70302
S100A7A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFNB59,0.366041,0.455998,0.340556,0.159328,0.3686,0.539182,0.550571,0.468988,0.574398,0.427503,0.389771,0.622348,0.656421,0.278218,0.714198,0.571771
ZDHHC8,12.2494,15.4888,16.2409,14.7789,11.8239,13.4584,15.9986,15.9505,13.684,14.8311,15.3386,15.3252,14.5137,16.2266,14.0934,13.8196
C5orf51,10.9876,11.2597,12.0909,14.7721,9.63229,11.0903,12.2619,10.5575,10.6884,10.8695,10.8883,10.8649,10.8975,10.3749,10.8926,10.7571
FAM58A,18.5531,19.3956,19.1238,15.9893,18.4812,19.0185,17.2475,19.5054,17.4896,18.8614,18.7593,19.1893,16.4024,18.148,17.85,16.9944
GEM,1.59531,1.82696,1.02633,1.42408,2.26611,1.87887,1.14319,1.27484,1.6362,2.11009,1.09325,1.04095,1.19379,1.21039,0.903845,1.12266
ALG3,26.968,29.3405,28.3538,23.3465,26.2692,22.936,26.4277,27.7955,27.1729,28.7017,27.75,25.2824,24.4831,27.9639,26.5674,26.4412
ZNF426,1.36761,1.93233,2.09893,2.09862,1.85499,1.55589,1.82461,1.9221,1.4544,1.17912,1.38698,1.7367,1.73164,1.77559,1.58594,1.65122
CTB-54O9.9,0.171454,4.75E-14,0,0,6.23E-28,0.251565,0,8.96E-16,7.52E-05,1.01E-12,0,1.57E-07,0.116479,0.159876,0.15936,0.00110771
LY6K,33.6809,37.0277,32.5834,26.9435,34.6602,34.1268,32.222,32.5745,34.859,33.3268,29.8682,29.1084,27.7527,32.972,21.5886,24.1954
YAP1,29.6221,31.7415,35.5339,40.1839,33.4986,34.4609,38.9481,33.5863,31.68,31.1446,33.1307,34.6617,32.0097,33.4917,35.3376,34.8256
HAPLN3,1.00663,1.22866,1.32122,0.704612,1.07163,1.04481,1.5669,1.68352,1.35796,1.02011,1.14753,1.24211,1.31919,1.59663,2.02909,2.06252
RDH13,4.87517,5.6868,5.3472,4.4948,4.6087,5.04523,5.62757,4.72505,4.68234,4.37816,4.97322,4.40667,5.25277,5.5034,4.9442,5.63485
FLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121769,0
IGFL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LDHAL6A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SELP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGFBR3L,0.417474,0.240306,0.195601,0.203045,0.208691,0.105363,0.122619,0.074954,0.596528,0.437613,0.203938,0.329886,0.213513,0.589652,0.212074,0.112997
VIPR1,0.0104631,0.0213066,0,0,0.0372351,0.0721063,0.035897,0.0149862,0.0238726,0,0.0135478,0.0264913,0.0607462,0.079707,0.0485936,0.045265
LAG3,0.139871,0.326132,0.0795358,0,0.183471,0.167623,0.175511,0.152693,0.227114,0.277164,0.0794167,0.199996,0.192294,0.0747132,0.0708611,0.111125
CD70,0.238118,0.705288,0.597927,0.234765,0.390401,0.163917,0.256533,0.289145,0.275222,0.170839,0.103947,0.139925,0.606419,0.300676,0.370359,0.305453
ARID5B,2.88854,2.96879,3.1288,3.20447,3.0039,2.88764,2.97432,3.08898,2.28099,2.58855,2.74301,2.77792,2.4243,2.3515,2.81739,2.75217
AC006967.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364273,0
PPP1CA,112.307,122.665,123.15,102.52,105.401,107.753,119.862,116.552,107.595,108.718,110.672,110.107,97.5328,110.299,115.683,111.803
KBTBD12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00704719
RCOR2,0.605558,0.85652,0.652253,0.580548,0.648431,0.82781,0.696587,0.690747,0.806009,0.842828,0.915034,0.822612,1.84565,1.9868,1.61942,1.79501
FAM3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPIAL4D,0.270205,0.164626,0,0.0977931,0.108981,0.0996385,0.0780126,0.017715,0.0844968,0,0.096865,0.0425339,0.0863474,0.0934258,0.0862418,0.053276
IFITM10,0.0272706,0.0457325,1.39E-36,0,0.0795401,0.0868137,0.0355259,0.0109391,0.0174275,0.0342523,0.0296503,0.00935572,0.0189865,0.0608058,0.0606008,0.0991489
ZNF789,5.18739,4.7543,5.40172,5.87702,4.89758,5.51537,5.10294,4.62014,5.53524,5.14963,5.25751,4.83314,4.73099,5.10995,4.13595,4.64172
ILKAP,12.7682,14.1975,12.5136,10.8205,12.4627,12.8704,13.1902,12.5323,11.3586,11.8759,12.2784,11.3484,10.1343,12.0047,12.0925,11.7284
RBKS,1.05187,0.7453,0.744704,0.972828,0.686085,0.834345,0.882419,0.889974,0.76914,0.891947,1.0318,0.928863,0.861308,1.02962,1.13384,1.15104
SCAND3,1.54137,1.51468,1.94589,2.53687,1.61554,1.7451,2.11206,1.87083,1.28212,1.48353,1.99213,1.94135,1.43188,1.33599,1.92881,1.98735
MAPT,0.2052,0.199591,0.102988,0.101538,0.129119,0.160305,0.239339,0.279062,0.258237,0.322124,0.550992,0.20166,0.140696,0.23116,0.162863,0.120863
SLTM,30.215,29.0196,25.1701,26.8347,29.7925,24.8607,27.5302,26.6154,27.5779,28.47,31.3486,30.4589,33.2432,29.0575,31.2292,30.2974
UTRN,8.96747,7.76449,9.45728,11.1421,6.05571,7.92853,10.182,6.32001,7.96284,8.89995,6.70446,7.5954,5.13514,6.45121,7.93509,6.64775
CNTNAP3,0.0405485,0.0664456,0.0924848,0.178488,0.0959276,0.0748896,0.128946,0.108167,0.131447,0.0767973,0.0929667,0.126277,0.128306,0.0481491,0.0965578,0.141235
GULP1,8.83253,9.56268,12.3273,12.24,9.8842,9.80418,11.4022,9.45903,7.37944,7.93549,8.83439,8.48573,9.72682,11.1865,10.1654,9.4022
KIAA0754,3.40828,3.86785,4.95431,4.43561,3.88305,4.27834,4.93269,4.23873,4.22885,4.15827,4.44849,4.45865,4.16128,4.68314,4.53906,4.35031
FOXP1,4.86619,5.24554,5.78155,5.57117,5.53891,5.61826,5.97561,5.1292,5.74314,5.71542,6.01708,5.39391,4.33216,4.2671,4.50861,4.75591
MN1,0.00361631,0,0,0,0,0.00484655,0,0,0.00412161,0.00502254,0.00467011,0,0.00843591,0.00899541,0,0.00390911
FCRL6,0,0,0,0,0,0,0,0,0,0,0.0195916,0,0,0,0,0
BANF1,127.952,133.265,145.919,114.843,119.462,115.515,139.642,134.024,131.421,126.184,139.65,136.077,118.504,127.147,148.661,144.321
HIST1H2AC,4.39454,4.02762,4.33049,4.05368,5.68236,5.01287,4.69531,4.95095,3.04892,4.08429,2.79072,2.58588,5.22157,6.87203,6.92513,5.91638
LARP1B,10.4272,10.2371,10.8409,11.8799,9.99281,10.2411,10.6608,10.4073,11.1495,11.0083,11.0396,10.7025,10.1557,10.1912,10.2725,11.3323
FAM228B,0.119167,0.146229,0.324525,0.0925287,0.169471,0.25141,0.223713,0.20748,0.190655,0.0665796,0.372248,0.328585,0.278745,0.498398,0.138262,0.490247
FAM160B1,3.22689,3.7969,3.65772,5.34097,3.18934,4.13014,4.26658,3.76975,3.38011,3.45481,4.09164,3.8538,3.2502,3.17712,3.6872,3.71036
TRDMT1,1.38422,1.44566,1.9576,2.50283,1.27969,1.4091,2.33863,2.30488,1.24241,1.14311,2.13658,2.455,1.16761,1.42258,2.40095,2.29121
PIP5K1B,0,0,0.0734172,0,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP4-11,0,0,0,0,0,0,0,0,0.0326039,0,0,0,0,0,0,0
XIRP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLLU1OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAHD2A,3.32151,3.02291,4.4917,2.97604,1.8393,2.65281,3.44952,3.9237,3.73911,3.06603,4.16832,3.63193,3.09301,3.36725,2.8584,3.16921
ZBTB42,0.587705,0.552516,0.532639,0.428375,0.51638,0.359186,0.654812,0.575065,0.54291,0.527499,0.558031,0.451702,0.711778,0.991585,0.742282,0.700634
IDO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XKR4,0.00134629,0.00136667,0,0,0.00239687,0,0.00207877,0,0.00153394,0,0,0.00308049,0.00156991,0,0,0.00145506
IL17F,0,0,0,0,0,0,0,0,0,0,0.0574965,0,0,0,0,0
AC024580.1,0,0,0,0,0,0.0761339,0,0,0,0,0,0,0,0,0,0
ZNF169,1.43484,1.35793,1.76773,1.74005,1.26135,1.3009,1.46476,1.61604,1.55709,1.97179,2.00167,1.77607,1.9155,1.6164,1.67308,1.8036
CPA5,0.17497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGIP,0.57416,0.656284,0.900996,1.23472,0.564573,0.83803,0.922307,0.750171,0.643455,0.868948,1.00413,0.784924,0.517284,0.640656,0.721224,0.751651
RP11-1102P16.1,0.0170525,0,0,0,0.0151637,0.0229132,0,0,0,0,0.0221363,0,0.0199164,0,0,0
RASD1,0.0881642,0.0233524,0.0263572,0,0.0627162,0.0710863,0,0.131173,0.103048,0.0637988,0.13737,0,0.0824225,0.110297,0.0408304,0.152633
AC016251.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STC2,16.7909,14.6373,12.1056,9.78869,15.1163,14.5394,11.7901,12.4345,14.0934,15.0643,13.6792,12.9771,14.3062,13.7401,11.7313,11.6717
FGFBP3,0.989168,0.831734,0.772001,0.794159,0.716225,0.879988,0.625268,0.807381,0.85298,1.00863,0.774744,0.922882,1.58429,1.63618,1.64787,1.29377
C19orf59,0,0.0528499,0,0.0687881,0.0454442,0,0,0.0255615,0.0203515,0,0,0.0409071,0.066494,0,0.0206367,0.0578626
ARID3B,2.47632,2.33773,1.82886,1.11588,2.67412,2.81418,1.83116,1.81916,2.92828,3.40558,1.86829,1.97832,2.86617,3.2268,1.97369,2.08792
APOC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COX7B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRRA1,0.781058,0.875053,1.7294,0.977047,1.01181,0.908211,1.75225,1.54215,1.04301,1.37593,1.58014,1.83893,1.30685,1.24947,1.4778,1.73188
SCML1,13.7225,15.0724,14.3751,18.6791,13.1716,15.1977,15.2328,14.2124,13.6961,15.3036,12.6132,13.3288,11.4712,10.9471,10.9052,10.0342
RSPH10B2,0.0662799,0.055402,0.00838908,0.0271444,0.00500399,0.0119273,0.0440975,0.0135375,0.0693955,0.023497,0.0422927,0.0631155,0.019706,0.00701825,0.0325093,0.0460153
TRIM23,3.10355,3.08435,3.61534,4.89351,3.0214,3.31141,3.752,3.69292,2.3565,2.78896,3.14069,3.34196,2.83412,3.26055,3.49867,3.69037
B3GALNT2,15.8616,17.2148,17.9863,17.0625,16.6981,16.6689,18.4198,17.7172,15.9246,16.9017,17.5785,17.1869,15.8086,18.2543,18.2908,17.8633
TNFSF13,9.20136,12.0661,10.0363,6.80002,9.86076,10.2905,10.1194,8.62886,10.8995,10.2051,8.34925,7.67133,7.48389,8.26873,6.05947,6.21091
CTD-2132N18.3,7.49E-17,1.23E-35,1.99E-29,3.13E-14,8.06E-17,1.00E-13,5.15E-96,1.43E-44,4.75E-21,2.58E-13,8.33E-20,9.59E-14,9.57E-14,2.83E-48,3.21E-35,1.38E-41
COA4,48.5387,50.7675,54.669,43.4376,42.8429,47.1589,53.5451,53.2511,49.1556,48.4982,49.7268,49.7402,40.2343,46.3637,54.4531,51.9469
ENPP5,1.39121,1.15703,1.85307,2.08399,1.37188,1.42116,1.8914,2.1487,1.11395,1.19025,1.61977,1.79328,0.676587,0.991847,1.41496,1.26554
HAT1,54.8066,59.5397,60.9349,68.3202,54.272,55.0922,56.3731,57.1772,49.8789,50.2171,55.1291,55.5262,44.2813,46.7299,53.9582,53.482
XXcos-LUCA11.5,0.290107,2.92E-30,5.28E-14,3.88E-138,1.55E-20,1.33E-17,2.20E-24,0.197322,1.24E-47,0,1.07247,2.67E-21,2.97E-05,0.418611,0,3.93E-06
EPHA1,2.8162,2.64105,3.57035,2.17367,2.21891,1.99131,3.10385,2.50188,2.37013,2.19426,2.48033,2.31277,2.27668,2.76971,3.08406,2.97187
MGC10955,0,0,0.117792,0,0,0,0.0617193,0.0562922,0,0.0548484,0,0.0450497,0,0.0987181,0,0.0423705
ST6GALNAC3,0.0479557,0.0568442,0.13673,0.152185,0.110261,0.0803433,0.148322,0.171516,0.0910987,0.105467,0.118717,0.141804,0.0885657,0.0695956,0.248703,0.254879
LAMB1,25.5533,27.3771,25.8182,25.3234,26.8929,27.0047,25.6428,27.5688,25.6413,26.6492,25.4431,25.7185,28.089,31.8563,32.4663,30.2618
KIAA1407,0.702724,0.612751,0.947711,1.22963,0.773564,0.789409,1.44793,0.823186,1.11474,0.882943,1.70986,1.12859,0.757557,1.1027,1.1144,0.959542
SERBP1,216.635,241.06,223.918,221.758,234.628,220.607,242.025,235.028,227.291,231.477,245.532,240.105,238.534,236.868,236.224,247.637
LY6G5B,9.49226,8.76835,11.6175,8.94512,8.48264,9.6529,10.4075,7.42427,8.61142,10.2675,12.6912,10.5394,9.67956,10.055,9.97877,9.22916
HGSNAT,17.0364,18.6042,19.0742,19.4002,17.2563,17.714,19.8821,20.65,18.0909,17.6366,19.1741,19.1784,15.9891,17.2974,19.2692,18.0844
SMURF2,13.4216,14.5101,16.2153,17.4722,14.7304,17.5904,15.8448,15.4669,14.5172,14.574,14.9946,14.9078,15.1907,16.6694,17.1492,17.4426
WDR76,13.9923,13.1588,15.8125,14.114,12.8496,12.7347,12.9634,13.1922,13.2264,12.9773,15.1868,14.7414,13.2273,12.1023,13.2974,14.6918
NOXRED1,0.0656708,0,0,0,0.0609381,0.0220613,0,0.0235392,0.0595381,0.085734,0.138807,0,0.0612236,0.107365,0,0.0177622
FUNDC1,20.7774,20.9748,21.352,22.2542,18.9328,20.8888,21.3568,21.3291,16.878,17.1754,18.6254,19.6299,19.8645,19.4914,23.4601,22.4677
MANSC4,0.136243,0,0.102427,0,0.0302534,0.0918366,0,0,0.194883,0.0477124,0.0445083,0.0392073,0.159398,0.042907,0.0793128,0.0368974
DUSP16,6.43691,7.00519,5.52458,7.04918,7.27428,7.62574,5.6765,6.24448,6.91534,7.89833,4.72299,5.78582,6.70237,8.12467,5.28586,4.90755
TBX1,0,0,0,0,0,0.0291851,0,0,0,0,0,0,0.0511356,0.0271947,0.0251596,0.0234874
URM1,18.7077,19.4548,22.559,16.6022,17.503,16.0599,20.7661,19.2744,18.6009,16.7164,19.3046,20.8742,18.9054,20.5924,20.1489,20.8176
HLA-E,22.4567,23.5901,18.9814,15.9533,21.0109,22.2438,18.8494,19.9447,21.6171,20.1756,19.0367,17.0331,20.256,22.4291,18.5369,17.7119
KRTAP5-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSSC4,12.809,15.1257,13.8758,10.6872,11.2009,12.3231,12.4468,11.4188,11.1683,11.2716,11.7005,10.6556,10.5959,12.7889,11.0125,11.8874
HIST3H2BB,0.886092,0.401214,0.980505,0.799154,0.559988,1.38712,0.209127,0.37008,0.87919,1.0897,0.512228,0.591497,1.19584,1.65328,1.06208,0.276415
CYP4A11,0.0345958,0.0117918,0.0345375,0,0,0.0466201,0.0275466,0,0.0264182,0,0.0224568,0.13671,0.0810871,0.0650127,0.0936015,0.201486
KRTDAP,0,0,0,0,0,0,0,0,0,0,0.143949,0.125052,0,0,0,0
RNMTL1,19.9407,21.9308,20.3298,18.7599,18.5504,18.0583,18.2254,17.7618,17.412,15.6344,17.5479,16.6917,17.9998,19.9711,19.0605,18.124
VSIG4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEMA3C,2.96677,3.02901,3.3864,4.34697,3.28405,2.66108,2.42483,2.74582,2.16148,2.35625,2.54415,2.506,3.61931,3.72682,3.79478,4.1961
PREP,21.337,23.407,23.4225,22.9147,23.0523,24.3701,23.0617,20.9068,20.5653,21.0457,20.9382,22.6056,23.111,26.9905,23.987,25.0123
ZCWPW2,0.0748716,0.105467,0.144653,0.160638,0.0499881,0.201279,0.182768,0.243821,0.256523,0.0800571,0.17475,0.107423,0.236779,0.137127,0.227655,0.189422
C6orf1,6.65891,7.528,8.60694,6.1689,6.66354,5.60478,8.80454,7.57355,8.8607,7.66406,7.89184,7.95637,5.59492,7.55057,6.51703,6.53519
ZNF354C,2.05761,2.14074,2.62026,3.50255,2.32313,2.64175,3.17613,2.6879,1.96049,2.19754,2.51324,2.55495,1.82112,1.96194,2.75579,2.79438
AK3,36.8761,35.8457,39.7073,57.3173,38.3047,41.5059,42.6704,41.5812,33.3452,32.3218,35.8409,35.6505,33.2487,34.1626,37.7694,37.0252
MINOS1,16.1679,16.1783,15.062,12.6239,15.1493,14.2552,16.6058,16.3518,14.1997,13.6234,14.4424,14.3663,13.6018,14.4427,14.5442,14.1912
CTSD,87.7972,93.9679,94.4788,72.1588,72.7421,63.4582,75.237,77.1629,59.4885,59.682,59.4677,59.965,105.914,117.238,116.276,115.109
CEP120,4.59669,5.32663,5.7919,6.96474,5.0729,5.41088,6.05379,4.95514,4.88342,5.4262,5.27099,5.43231,5.70741,4.98043,5.58422,5.09345
SSPN,2.45545,2.3899,3.50719,3.22056,2.71932,2.55666,3.93665,3.44636,2.99994,2.80927,3.05292,3.92391,3.67126,3.80743,4.68984,5.08644
TIGD4,0.52269,0.350911,0.956924,0.524218,0.412121,0.287029,0.553649,0.748833,0.474389,0.281128,0.661769,0.435761,0.582422,0.548552,0.658899,0.64243
BHMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146602,0,0
RSBN1,4.37071,4.7527,5.10172,7.3165,4.38084,4.96891,5.56036,5.62412,4.14045,4.59084,4.93847,4.85112,4.30004,4.39514,5.11382,4.85028
TMPRSS11B,0,0,0,0,0,0,0.0169303,0,0,0,0,0,0,0,0,0
